PROM_FECHA_INICIO,PROM_FECHA_FIN,ARTC_ARTC_COD,EVENTO_ID,PRONOSTICO_VENTA,STOCK_INICIAL_PROMO,GEOG_LOCL_COD,PROM_PVP_OFERTA,PROM_LOCAL_ACTIVO,PROM_ESTIBA
4/24/2025,4/27/2025,280718000,2518,,0,313,149,1,0
4/24/2025,4/27/2025,271059000,2518,,0,318,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,321,389,1,0
4/24/2025,4/27/2025,280134000,2518,,0,324,179,1,0
4/24/2025,4/27/2025,280134000,2518,,0,325,179,1,0
4/24/2025,4/27/2025,280718000,2518,,0,329,149,1,0
4/24/2025,4/27/2025,270801000,2518,,0,329,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,333,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,316,149,1,0
4/24/2025,4/27/2025,271226000,2518,,0,316,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,125,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,155,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,121,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,145,149,1,0
4/24/2025,4/27/2025,340260000,2518,,0,322,349,1,0
4/24/2025,4/27/2025,340371000,2518,,0,334,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,141,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,166,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,333,179,1,0
4/24/2025,4/27/2025,340260000,2518,,0,316,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,131,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,165,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,322,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,331,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,314,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,301,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,115,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,318,179,1,0
4/24/2025,4/27/2025,271226000,2518,,0,327,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,329,530,1,0
4/24/2025,4/27/2025,270801000,2518,,0,145,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,149,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,153,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,319,349,1,0
4/24/2025,4/27/2025,271245000,2518,,0,323,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,329,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,107,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,126,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,165,149,1,0
4/24/2025,4/27/2025,300517000,2518,,0,145,530,1,0
4/24/2025,4/27/2025,271226000,2518,,0,152,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,314,389,1,0
4/24/2025,4/27/2025,270801000,2518,,0,332,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,334,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,162,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,162,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,124,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,141,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,307,179,1,0
4/24/2025,4/27/2025,271021000,2518,,0,308,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,311,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,325,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,163,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,111,530,1,0
4/24/2025,4/27/2025,271226000,2518,,0,125,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,158,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,160,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,152,179,1,0
4/24/2025,4/27/2025,340371000,2518,,0,332,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,417,179,1,0
4/24/2025,4/27/2025,270403000,2518,,0,301,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,166,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,156,149,1,0
4/24/2025,4/27/2025,280134000,2518,,0,306,179,1,0
4/24/2025,4/27/2025,271059000,2518,,0,331,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,162,530,1,0
4/24/2025,4/27/2025,280134000,2518,,0,166,179,1,0
4/24/2025,4/27/2025,270801000,2518,,0,315,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,310,179,1,0
4/24/2025,4/27/2025,340260000,2518,,0,319,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,317,179,1,0
4/24/2025,4/27/2025,271059000,2518,,0,328,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,323,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,317,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,124,389,1,0
4/24/2025,4/27/2025,270801000,2518,,0,309,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,315,179,1,0
4/24/2025,4/27/2025,271226000,2518,,0,310,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,132,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,139,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,139,149,1,0
4/24/2025,4/27/2025,340260000,2518,,0,140,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,140,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,151,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,115,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,139,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,143,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,144,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,150,530,1,0
4/24/2025,4/27/2025,280134000,2518,,0,115,179,1,0
4/24/2025,4/27/2025,271021000,2518,,0,120,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,313,349,1,0
4/24/2025,4/27/2025,340371000,2518,,0,119,349,1,0
4/24/2025,4/27/2025,340260000,2518,,0,150,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,103,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,103,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,104,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,104,179,1,0
4/24/2025,4/27/2025,300517000,2518,,0,102,530,1,0
4/24/2025,4/27/2025,340371000,2518,,0,117,349,1,0
4/24/2025,4/27/2025,280026000,2518,,0,117,389,1,0
4/24/2025,4/27/2025,280718000,2518,,0,117,149,1,0
4/24/2025,4/27/2025,340371000,2518,,0,325,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,333,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,163,149,1,0
4/24/2025,4/27/2025,271021000,2518,,0,163,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,107,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,126,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,155,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,158,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,158,530,1,0
4/24/2025,4/27/2025,271226000,2518,,0,317,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,334,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,198,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,301,349,1,0
4/24/2025,4/27/2025,270801000,2518,,0,173,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,315,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,151,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,323,389,1,0
4/24/2025,4/27/2025,271226000,2518,,0,324,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,304,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,317,149,1,0
4/24/2025,4/27/2025,271059000,2518,,0,164,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,417,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,305,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,173,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,310,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,150,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,144,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,147,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,159,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,102,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,127,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,127,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,329,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,333,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,316,179,1,0
4/24/2025,4/27/2025,271226000,2518,,0,111,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,126,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,131,149,1,0
4/24/2025,4/27/2025,271226000,2518,,0,155,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,160,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,165,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,322,179,1,0
4/24/2025,4/27/2025,271245000,2518,,0,334,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,156,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,331,349,1,0
4/24/2025,4/27/2025,280026000,2518,,0,163,389,1,0
4/24/2025,4/27/2025,270403000,2518,,0,126,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,131,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,119,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,314,349,1,0
4/24/2025,4/27/2025,340260000,2518,,0,326,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,332,149,1,0
4/24/2025,4/27/2025,271059000,2518,,0,124,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,148,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,168,179,1,0
4/24/2025,4/27/2025,340260000,2518,,0,156,349,1,0
4/24/2025,4/27/2025,300517000,2518,,0,156,530,1,0
4/24/2025,4/27/2025,280718000,2518,,0,310,149,1,0
4/24/2025,4/27/2025,270801000,2518,,0,161,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,311,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,124,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,323,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,324,349,1,0
4/24/2025,4/27/2025,300517000,2518,,0,131,530,1,0
4/24/2025,4/27/2025,270403000,2518,,0,307,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,315,149,1,0
4/24/2025,4/27/2025,280134000,2518,,0,156,179,1,0
4/24/2025,4/27/2025,271021000,2518,,0,107,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,166,149,1,0
4/24/2025,4/27/2025,271059000,2518,,0,132,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,132,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,132,349,1,0
4/24/2025,4/27/2025,271226000,2518,,0,147,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,149,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,149,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,104,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,143,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,143,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,146,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,149,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,149,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,153,149,1,0
4/24/2025,4/27/2025,270403000,2518,,0,115,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,108,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,117,179,1,0
4/24/2025,4/27/2025,300517000,2518,,0,323,530,1,0
4/24/2025,4/27/2025,271226000,2518,,0,159,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,127,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,127,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,127,530,1,0
4/24/2025,4/27/2025,271059000,2518,,0,313,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,313,179,1,0
4/24/2025,4/27/2025,340371000,2518,,0,318,349,1,0
4/24/2025,4/27/2025,271226000,2518,,0,319,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,321,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,321,149,1,0
4/24/2025,4/27/2025,271059000,2518,,0,321,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,321,179,1,0
4/24/2025,4/27/2025,271245000,2518,,0,324,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,333,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,316,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,316,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,111,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,158,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,304,179,1,0
4/24/2025,4/27/2025,280134000,2518,,0,145,179,1,0
4/24/2025,4/27/2025,271245000,2518,,0,152,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,312,530,1,0
4/24/2025,4/27/2025,280134000,2518,,0,326,179,1,0
4/24/2025,4/27/2025,271245000,2518,,0,326,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,326,349,1,0
4/24/2025,4/27/2025,271226000,2518,,0,124,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,301,530,1,0
4/24/2025,4/27/2025,270801000,2518,,0,115,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,127,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,319,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,330,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,152,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,152,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,317,389,1,0
4/24/2025,4/27/2025,280718000,2518,,0,328,149,1,0
4/24/2025,4/27/2025,270403000,2518,,0,308,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,310,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,328,530,1,0
4/24/2025,4/27/2025,340371000,2518,,0,146,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,147,179,1,0
4/24/2025,4/27/2025,280718000,2518,,0,150,149,1,0
4/24/2025,4/27/2025,270801000,2518,,0,117,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,321,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,330,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,115,349,1,0
4/24/2025,4/27/2025,270801000,2518,,0,313,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,325,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,330,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,163,349,1,0
4/24/2025,4/27/2025,271226000,2518,,0,160,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,322,349,1,0
4/24/2025,4/27/2025,270801000,2518,,0,322,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,326,389,1,0
4/24/2025,4/27/2025,270801000,2518,,0,162,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,164,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,328,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,417,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,124,530,1,0
4/24/2025,4/27/2025,271245000,2518,,0,305,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,305,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,307,530,1,0
4/24/2025,4/27/2025,271059000,2518,,0,311,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,166,530,1,0
4/24/2025,4/27/2025,270801000,2518,,0,153,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,330,349,1,0
4/24/2025,4/27/2025,300517000,2518,,0,163,530,1,0
4/24/2025,4/27/2025,340371000,2518,,0,316,349,1,0
4/24/2025,4/27/2025,270801000,2518,,0,111,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,161,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,145,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,314,530,1,0
4/24/2025,4/27/2025,270801000,2518,,0,314,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,314,179,1,0
4/24/2025,4/27/2025,340371000,2518,,0,417,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,148,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,166,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,331,530,1,0
4/24/2025,4/27/2025,271226000,2518,,0,331,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,145,389,1,0
4/24/2025,4/27/2025,300517000,2518,,0,168,530,1,0
4/24/2025,4/27/2025,271059000,2518,,0,147,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,327,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,332,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,124,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,417,149,1,0
4/24/2025,4/27/2025,271226000,2518,,0,315,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,156,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,309,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,132,389,1,0
4/24/2025,4/27/2025,300517000,2518,,0,140,530,1,0
4/24/2025,4/27/2025,280026000,2518,,0,143,389,1,0
4/24/2025,4/27/2025,270801000,2518,,0,143,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,147,530,1,0
4/24/2025,4/27/2025,280026000,2518,,0,139,389,1,0
4/24/2025,4/27/2025,270801000,2518,,0,140,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,144,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,146,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,149,149,1,0
4/24/2025,4/27/2025,340371000,2518,,0,149,349,1,0
4/24/2025,4/27/2025,340371000,2518,,0,151,349,1,0
4/24/2025,4/27/2025,340260000,2518,,0,153,349,1,0
4/24/2025,4/27/2025,340260000,2518,,0,104,349,1,0
4/24/2025,4/27/2025,271245000,2518,,0,117,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,120,149,1,0
4/24/2025,4/27/2025,271021000,2518,,0,324,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,329,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,150,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,101,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,102,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,102,149,1,0
4/24/2025,4/27/2025,271226000,2518,,0,102,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,117,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,120,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,127,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,318,389,1,0
4/24/2025,4/27/2025,280718000,2518,,0,319,149,1,0
4/24/2025,4/27/2025,340371000,2518,,0,321,349,1,0
4/24/2025,4/27/2025,270801000,2518,,0,323,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,324,349,1,0
4/24/2025,4/27/2025,340260000,2518,,0,125,349,1,0
4/24/2025,4/27/2025,300517000,2518,,0,126,530,1,0
4/24/2025,4/27/2025,271059000,2518,,0,131,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,155,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,155,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,160,530,1,0
4/24/2025,4/27/2025,280026000,2518,,0,304,389,1,0
4/24/2025,4/27/2025,270403000,2518,,0,121,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,322,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,334,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,301,179,1,0
4/24/2025,4/27/2025,280134000,2518,,0,111,179,1,0
4/24/2025,4/27/2025,271245000,2518,,0,317,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,326,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,148,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,141,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,198,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,311,389,1,0
4/24/2025,4/27/2025,271021000,2518,,0,168,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,310,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,134,149,1,0
4/24/2025,4/27/2025,300517000,2518,,0,151,530,1,0
4/24/2025,4/27/2025,300517000,2518,,0,108,530,1,0
4/24/2025,4/27/2025,280718000,2518,,0,108,149,1,0
4/24/2025,4/27/2025,300517000,2518,,0,318,530,1,0
4/24/2025,4/27/2025,340260000,2518,,0,325,349,1,0
4/24/2025,4/27/2025,271021000,2518,,0,158,,1,0
4/24/2025,4/27/2025,280026000,2518,,0,115,389,1,0
4/24/2025,4/27/2025,271059000,2518,,0,327,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,327,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,316,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,131,349,1,0
4/24/2025,4/27/2025,270801000,2518,,0,167,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,119,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,312,179,1,0
4/24/2025,4/27/2025,271245000,2518,,0,307,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,168,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,173,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,318,149,1,0
4/24/2025,4/27/2025,271245000,2518,,0,319,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,325,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,330,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,125,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,165,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,317,349,1,0
4/24/2025,4/27/2025,340371000,2518,,0,328,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,328,179,1,0
4/24/2025,4/27/2025,271059000,2518,,0,148,,1,0
4/24/2025,4/27/2025,340371000,2518,,0,307,349,1,0
4/24/2025,4/27/2025,270801000,2518,,0,311,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,166,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,168,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,168,349,1,0
4/24/2025,4/27/2025,271245000,2518,,0,173,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,331,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,305,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,315,,1,0
4/24/2025,4/27/2025,271245000,2518,,0,321,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,329,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,158,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,311,349,1,0
4/24/2025,4/27/2025,340371000,2518,,0,315,349,1,0
4/24/2025,4/27/2025,340260000,2518,,0,331,349,1,0
4/24/2025,4/27/2025,271245000,2518,,0,329,,1,0
4/24/2025,4/27/2025,270403000,2518,,0,335,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,306,,1,0
4/24/2025,4/27/2025,271226000,2518,,0,334,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,134,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,134,349,1,0
4/24/2025,4/27/2025,280134000,2518,,0,134,179,1,0
4/24/2025,4/27/2025,340260000,2518,,0,147,349,1,0
4/24/2025,4/27/2025,280718000,2518,,0,101,149,1,0
4/24/2025,4/27/2025,271021000,2518,,0,139,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,139,349,1,0
4/24/2025,4/27/2025,270403000,2518,,0,143,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,146,149,1,0
4/24/2025,4/27/2025,280134000,2518,,0,149,179,1,0
4/24/2025,4/27/2025,271226000,2518,,0,150,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,151,179,1,0
4/24/2025,4/27/2025,300517000,2518,,0,153,530,1,0
4/24/2025,4/27/2025,270801000,2518,,0,101,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,103,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,104,,1,0
4/24/2025,4/27/2025,270801000,2518,,0,104,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,115,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,127,179,1,0
4/24/2025,4/27/2025,280134000,2518,,0,329,179,1,0
4/24/2025,4/27/2025,270403000,2518,,0,330,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,146,530,1,0
4/24/2025,4/27/2025,270801000,2518,,0,147,,1,0
4/24/2025,4/27/2025,280134000,2518,,0,153,179,1,0
4/24/2025,4/27/2025,271226000,2518,,0,117,,1,0
4/24/2025,4/27/2025,340260000,2518,,0,117,349,1,0
4/24/2025,4/27/2025,271245000,2518,,0,318,,1,0
4/24/2025,4/27/2025,300517000,2518,,0,321,530,1,0
4/24/2025,4/27/2025,280134000,2518,,0,323,179,1,0
4/24/2025,4/27/2025,300517000,2518,,0,324,530,1,0
4/24/2025,4/27/2025,271059000,2518,,0,325,,1,0
4/24/2025,4/27/2025,280718000,2518,,0,330,149,1,0
4/24/2025,4/27/2025,270403000,2518,,0,163,,1,0
4/24/2025,4/27/2025,271059000,2518,,0,163,,1,0
4/24/2025,4/27/2025,271021000,2518,,0,111,,1,0
